universe_id,name,genre,genre_l1,genre_l2,iconUrl,description
3808081382,The Strongest Battlegrounds,Fighting,Action,Battlegrounds & Fighting,https://tr.rbxcdn.com/180DAY-85755b822cee060522bc974f98924350/512/512/Image/Webp/noFilter,"Train & fight others to be the strongest.\n\n📱💻🎮 You can play on any device. (CONSOLE, PC, MOBILE)\n⭐ Please consider liking and favoriting the game for more updates.\n\n🖥️ Controls\nG - ultimate mode\nF - block\nQ - dash\nQ (while ragdolled) - ragdoll cancel/evasive\nDouble Tap W - run\nLeft Click - punch\nB - emote wheel\n\n🏆 ""Best Fighting Experience"" Innovation Awards '24"
383310974,[👩‍🎨] Adopt Me!,RPG,Roleplay & Avatar Sim,Pet Care,https://tr.rbxcdn.com/180DAY-70a1091ebcd64134f783d9522b2fe253/512/512/Image/Webp/noFilter,"Adopt and raise 🐶🦄👶, trade and collect legendary pets, build your dream home, and roleplay with friends!\n\n🌈 PET PAINTS! 🌈\n🎨 Customizing your pets made easier!\n🏳‍🌈 NEW Mega Neon Paints!\n💅 Take your pets to the Salon!\n\nBe FIRST 🏆 To experience new updates by pressing 🔔NOTIFY.\n\nMeet the founders!\nNewFissy - Tech Director\nBethink - Creative Director\n\nFind out more about Uplift Games, our policies and creative attributions:\nhttps://devforum.roblox.com/t/credits/71812"
4777817887,[UPD] Blade Ball,Fighting,Action,Battlegrounds & Fighting,https://tr.rbxcdn.com/180DAY-a17680a7b5e78264aef1d6bb976f4e69/512/512/Image/Webp/noFilter,"⚡  In this game of focus, timing, and strategy, your skill is tested as a deflectable homing ball hunts players with increasing speed. But there's more than what meets the eye.\n\n🔥  Gain new abilities and upgrade them to compliment your playstyle. Rise through the ranks by mastering your skill, and stand out with a variety of iconic weapon skins and finisher effects.\n\n🏆 Shoot for the leaderboard or play casually! The choice is yours.\n \nCONTROLS:\nBLOCK - F/R1/Tap Screen/Tap UI Button/Left Click\nABILITY - Q/ButtonX/Tap UI Button/Right Click\nSHIFTLOCK - Shift/Button-Y/Tap UI Button\nEMOTE - R/L1/Tap UI Button\n\ntags: minigame, battle game, pvp, multiplayer, abilities, dodgeball, sports, mobile, console, xbox, pc"
4871329703,TYPE://SOUL,Fighting,RPG,Action RPG,https://tr.rbxcdn.com/180DAY-87cec07471ce1a038d9552c82b767138/512/512/Image/Webp/noFilter,"Controls:\nLeft Alt - Shift-lock\nCtrl + K - Monster transformations/Mask rip\nJ - Reaper weapon\nCtrl + J - Reaper transformation/Monster transformation\nQ - Dash\nZ X C - Reaper skills/Partial Moveset\nT G - Reaper/Monster/Volt Moveset\nR - Critical\nN - Inventory/Skill tree\nM - Meditate\nP - Purify Lost Soul\nB - Grip/Eat if Monster\nV - Carry\nComma - Toggle map markers\n\nThis game contains jumpscares and flashing lights\n\nConsole Controls can be found in the Tutorial In-game\n\nDevelopers:\nSetroBoomin, CosmicReflection, TheNotDave, Tamayaren, GreenAnotherDay, nosrepp, evilforge, CristiGmer25, BestBoyOverHere, iElek, qasward, AmourAuxerre, Opsx1, TigerBoolean - Scripter\nKhaotxc - Animator\n4Data - Modeler\ndrakoooos - UI Artist\ncartier361 - Builder\n\nContributors: invictal (Scripting), yuxnMeki (UIs), TheGreatAnubis (Modeler), earlvr (Clothing),\nStormVegitto (Clothing), Rakuraii (Clothing), haniyura(Scripting), fajuro (Building), K1LLUAA, SlimLua, duskweii\n\nFull credits in the main menu."
3990106548,[UPD] Baddies 💅,All,Action,Battlegrounds & Fighting,https://tr.rbxcdn.com/180DAY-aa6fae887abf4a5b5ae58c530be5716d/512/512/Image/Webp/noFilter,"Mop Baddies, Hang Out, Get Money  \n\nUPDATES every weekend!!  \n\nControls: \n• E = STOMP: Stomp on down players to whoop them.\n• F = PULL HAIR: Charge your blue bar by hitting others and press F to get people bald \n• G = CARRY PEOPLE: Step on a downed player and press G to carry them. \n• Shift = RUN • Fists Tool: Equip your fists to hit people. \n\nHitting someone while stepping on someone will mop them. \n\nIMPORTANT: If you log with 30 HP or less you lose your weapons.  \n\nGame Features: \n• Character Customization: Click the avatar icon in the top-right corner of the screen to customize your Avatar. \n• Get Money: Smash ATMs around the map to collect cash. \n• Pick Up Fight Items: Find various items scattered across the map to use in fights.\n\n\nTAGS: Florida, Bad Girls, South, hood, west, battlegrounds, Roleplay, Hosted, Freeplay."
7660436108,[WEEKEND EVENT] Anime Crusaders,All,Strategy,Tower Defense,https://tr.rbxcdn.com/180DAY-5dd860b6ff7c25dedd910b169b1ad950/512/512/Image/Webp/noFilter,"⭐ NEW CODE at 200K Likes ⭐ \n\nWeekend Event: 1.5x Jewels\n\n⚡ Dive into Anime Crusaders, an exciting all anime tower defense adventure game.⚡\n\nA catastrophic event has occurred that summoned countless threats in multiple worlds... but it also brought all the heroes together, and they need your help! 😱\nCan you summon the strongest heroes and save these worlds together? 👊\n\n✨Collect powerful, unique characters to help you fight!\n⚔️Lead a team of anime units to defend against waves of enemies, tower defense style!\n💪Level up your units to unlock amazing abilities and build your own unique squad!\n\n❤️ Join our communications server to stay updated with exclusive codes, news, and sneak peeks. ❤️\n\n⭐ Join the group and like the game for an extra 500 starting GEMS + REROLLS!⭐\nDon't forget to leave a 👍 and ⭐.\n\nDisclaimer: If you are the owner of any referenced material and have any concerns, please don't hesitate to contact us. We're committed to resolving any issues promptly and courteously. "
7332711118,Brainrot Evolution,All,Simulation,Incremental Simulator,https://tr.rbxcdn.com/180DAY-5183b78754510588ea50a01073a84fc0/512/512/Image/Webp/noFilter,"Welcome to Brainrot Evolution!  \n\nUPDATES EVERY SATURDAY!\n\n⚔️ Eat to gain levels!\n🧬 Gain levels to unlock new Brainrot Evolutions!\n🏆 Collect Wins & Pets!\n\n\nPREMIUM PLAYERS GET +10% Wins & +10% EXP\n\nTags: Brainrot, Brainrot Memes, Memes, Evolution, Cute , Monsters, Raid, Friends, Fun, Speed, Fast, Collect, Pets, Rainbow, Colorful, Rebirth, Stars, Raiding , Friends, Simulator"
6931042565,[UPD] Volleyball Legends,All,Sports & Racing,Sports,https://tr.rbxcdn.com/180DAY-a1260693b7f075c5e8482b83e0531ad7/512/512/Image/Webp/noFilter,"BECOME THE KING OF THE COURT in Volleyball Legends!!\n\n🏐🔥🔥FAST-PACED 6v6 Volleyball\nPlay a pickup Volleyball game with friends OR challenge anyone in a RANKED match\n\n🎮CONTROLS:\nBump, Spike in Midair - CLICK [PC], RT [CONSOLE]\nSet, Block in Midair - Q [PC], LT [CONSOLE]\nDive - CTRL [PC], X [CONSOLE]\n\n❓HOW TO SERVE:\nOnce it is your turn to serve, click on screen (RT on console). Click again to choose power.\nYou can jump and spike the ball (tilt to change direction of the ball).\nYou can also let the ball drop to bump serve the ball in.\n\nPremium benefits: Premium players receive +10% Yen\n\nNew updates weekly Saturdays at 11:30am EST!\nFollow the game so you don't miss out!\n\n💛LIKE, FAVORITE, and JOIN the group for REWARDS!"
7703614594,[⛩️] Garden Tower Defense 🌻,All,Strategy,Tower Defense,https://tr.rbxcdn.com/180DAY-1832adced87de87a53cb743bbcb32975/512/512/Image/Webp/noFilter,"September 20th - ⛩️ Admin x Anime x Garden Tower Defense PART 2 - NOW LIVE!\n\n🛠️ Weekly Updates – Every Saturday at 3:00 PM, 15:00, UTC. Please check Events for the latest incoming update!\n\n🌻 Assemble a Garden Tower Defense army to defeat the swarms of Enemies and defend the Base!\n\n🥳 UPDATE AT 1.5M LIKES!\n😊 Team up with Friends to defend the Base!\n\n🔗 Tags: Grow, Tower Defense, TD, Strategy, Survival, Defense, Grow a Garden, Protect."
6325068386,[UPD] Blue Lock: Rivals,All,Sports & Racing,Sports,https://tr.rbxcdn.com/180DAY-9cba8bb4f38bc45512705ceb580d33ce/512/512/Image/Webp/noFilter,"IMPORTANT: This fan-made unofficial game is created by huge Blue Lock fans as a tribute to celebrate the anime and share our passion with the community.\n\n⚽Enter the high-stakes world of Blue Lock: Rivals, inspired by the groundbreaking anime Blue Lock! Compete in electrifying 5v5 soccer matches, where ego and skill shine. \n\n🔥Choose a character class with unique abilities inspired by the show and dominate the pitch with your skills. Awaken your inner ego, unleashing unstoppable power and precision to claim your place as the ultimate striker.\n\nTeam up with friends or face off against fierce rivals—will you rise to the top and prove you're the best in Blue Lock?"
7750955984,[Anchor & Endless] Hunty Zombie,All,RPG,Action RPG,https://tr.rbxcdn.com/180DAY-bec8ab75b3709ac960bd10ff6fc4680f/512/512/Image/Webp/noFilter,"[ ALPHA RELEASE! THIS GAME IS STILL IN DEVELOPMENT, EXPECT CHANGES AND BUGS PRESENT DURING GAMEPLAY! ]\nIF CODES DON'T WORK, TRY THEM IN A PRIVATE SERVER!\n\n🚫 Hunt or be hunted—the apocalypse won’t wait. 🚫\n\n🤩 CONTROLS: 🤩\nWeapon Ability 1 - Z / L2 / LT\nWeapon Ability 2 - X / L1 / LB\nWeapon Ability 2 - C / R1 / RB\nDash - Q / Button B / Circle\nUse Perk - E / Button Y / Triangle\nAwakening - G / DPad Down\nSwitch Weapon Left - One / DPad Left\nSwitch Weapon Right - Two / DPad Right\nM1 Attack - LMB / Button X / Square\n\nProgrammers - toon\nAnimator - pfresh\nVFX Artist - Front_Back\nBuilder - PurePure\nProject Manager - poiqwe123456"
66654135,Murder Mystery 2,Horror,Survival,1 vs All,https://tr.rbxcdn.com/180DAY-aa16f3bf9f606e6ba8cc08c523b68b53/512/512/Image/Webp/noFilter,"Can you solve the Mystery and survive each round?
\n
\nINNOCENTS: Run and hide from the Murderer. Use your detective skills to expose the Murderer.
\nSHERIFF: Work with the Innocents; you are the only one with a weapon who can take down the Murderer. 
\nMURDERER: Eliminate EVERYONE. Don't get shot by the sheriff.
\n
\nCollect and trade hundreds of knives! 
\n
\nCheck out my profile for quick links to my pages! 
\nLike, follow, and subscribe for exclusive update news, free knife codes, and more!"
5361032378,"Sol's RNG [New Aura, Gear]",All,Simulation,Incremental Simulator,https://tr.rbxcdn.com/180DAY-5e82217bb18967b3187300f437a4487e/512/512/Image/Webp/noFilter,"What is Sol's RNG?\n🔄 Click the ""Roll"" button to get 150+ Auras\n🛠️ Craft unique gears with your auras!\n🍀 You can also drink Potions to increase your luck\n\nNote: This game's codes are mostly server-based. If the game is slow due to ping, use a private server (it's free).\nWe also recommend playing on high graphics settings for the best experience.\n\n📢 Join our community for update announcements!"
8066283370,❄️Build a Zoo[Snow],All,Simulation,Tycoon,https://tr.rbxcdn.com/180DAY-475274a2fa5da7a2cdfcbe6de8c7f75c/512/512/Image/Webp/noFilter,UPD 24\n\n❄️ Snowy Day Event: New mutations introduced!\n\n🥚 New Eggs and Pets: Added 5 new eggs and 26 new pets!\n\n🎣 Auto Fishing and Selling: Added functionality for automatic fishing and selling.\n\n📈 Big Pet Bonus Stacking: Different mutations of Big Pets now stack bonuses.\n\n⚙️ Experience Optimization: Improved overall user experience.
6061766680,fight in a school,All,Action,Battlegrounds & Fighting,https://tr.rbxcdn.com/180DAY-272db93b2f26f0ee9248dae6a38c55a7/512/512/Image/Webp/noFilter,"""fight in a school"" is a ffa fighting game with the setting being a school. You can socialize and hangout with friends or cause trouble and beef with other players and fight it out.\n\nLike and favorite the game for more in game content!\nMake sure to rejoin after buying a gamepass in game!\n\nGame supports: CONSOLE, PC, MOBILE\n\nControls:\n(PC): Left Click to attack\nHold space + WASD to weave in said direction\n\n(CONSOLE) R2 to attack\nHold L2 + move analog stick in said direction\n\n(MOBILE) Fist button to attack\nHold Weave button + move in said direction\n\nMore controls in game!\n\nv1.3.6 BETA - [UPDATED] (5/4/2025)\n\nTags: School, High School, Fighting, School Fighting, Hangout, Roleplay, Battlegrounds, Socialize, RP, Battlegrounds"
7028566528,[🧛 VAMPIRE] Basketball: Zero,All,Sports & Racing,Sports,https://tr.rbxcdn.com/180DAY-70e06479805f1fca39cccaa8d4f60149/512/512/Image/Webp/noFilter,"GAME RULES: https://devforum.roblox.com/t/basketball-zero-rules/3654206\n\nBETA RELEASE EXPECTS BUGS N WHAT NOT !! NEW CODE AT 6M LIKES\n\n🏀 THIS IS A COOL BASKETBALL GAME, ITS 5V5 BASKETBALL, FAST PACED AND EASY TO PLAY!\n\n🔥 Choose a character class with unique ORIGINAL abilities and dominate the court with your AURA!\n\nCONTROLS:\nShoot – (Hold) Left Click\nPump Fake – (Tap) Left Click\nPass – Right Click\nDribble – Q\nLayup/Dunk – Spacebar"
88070565,Welcome to Bloxburg,Town and City,Roleplay & Avatar Sim,Life,https://tr.rbxcdn.com/180DAY-c976e91d74b18b1d96128a576fdb90b0/512/512/Image/Webp/noFilter,"👋 Welcome to the town of Bloxburg, where you can be anything you want to be!\n\n🏡 Build and decorate, or buy the house or creation of your dreams!\n👕 Customize your character with outfits and roles!\n🎭 Roleplay with friends using interactive items and emotes! \n💼 Choose a job and earn money + rewards as you work!\n🚗 Select one of many vehicles and drive around town!\n🏆 Level up your skills, such as cooking, and unlock exciting content!\n\nThanks for playing! Make sure to follow us ⭐ and give the game a thumbs up! 👍 \n\nGenres: Roleplay, Building, Life Simulation, Hangout, Town & City, Driving"
1831550657,✨ Creatures of Sonaria 🐲 Survive Kaiju Animals,All,Roleplay & Avatar Sim,Animal Sim,https://tr.rbxcdn.com/180DAY-c76c32f49a47bb21e2db6ef85c17bae4/512/512/Image/Webp/noFilter,"🦖 Start as a young, weak creature and become stronger and explore this immersive survival experience for food and water! Will you survive?\n\n🌟 Favorite the game and join Sonar Studios' for in-game rewards!\n🎮 Press K in-game to view the controls! \n\nGwiodama ✨ROBUX\nIbetchi🦊REMODEL\n\n🦑 Play as a variety of creatures in Sonaria's Universe\n☄️ Use exciting combat abilities\n👥 Hang out and socialize with friends\n⚔️ Group with others and battle as a team\n🏹 Hunt in a vast world\n♻️ Save, trade, and store your grown creatures\n✨ Reach a full adult, and become an elder to get stronger!\n\nTags: Survival, Fantasy, Creature, Fighting, Kaiju, Titan, Monster, Monsters, Animals, PVP, Abilities"
7882829745,[UPD 16] Anime Eternal,All,Simulation,Incremental Simulator,https://tr.rbxcdn.com/180DAY-5b3213e8e74be49fd44768648a7f2ec9/512/512/Image/Webp/noFilter,"Welcome to Anime Eternal!\n\n💖 Use Code: ""Update16""\n💖 Use Code: ""225KLikes""\n💖 Use Code: ""230KLikes""\n\n💖 Use Code: ""Update15P3""\n💖 Use Code: ""215KLikes""\n💖 Use Code: ""220KLikes""\n\n💖 Use Code: ""Update15P2""\n💖 Use Code: ""205KLikes""\n💖 Use Code: ""210KLikes""\n\n🌍 Explore Iconic Anime Worlds!\n⚡ Tap to Gain Energy – every click brings you closer to power!\n⭐ Open Stars to collect powerful Champions!\n💥 Battle Enemies to earn Resources, unlock Avatars, and discover rare items!\n🚀 Rank Up. Level Up. Upgrade Everything!\n\n📱 Available on Desktop, Mobile, Tablet and Console!"
6701277882,Fish It! 🐟,All,Simulation,Incremental Simulator,https://tr.rbxcdn.com/180DAY-86b0dfb115acda88c8daeeed635d9bd4/512/512/Image/Webp/noFilter,"🦈 MEGALODON UPDATE\n2 SECRET FISH, NEW LIMITED SKINS, AND, F2P SKINS\nAdded Advanced Luck Pass\n8 New Fishes + more!\n\n💎 NEW UPDATE\n2 SECRET FISH, Scare and Thin Armor Shark\nNew LIMITED QUANTITY Boat, F2P Boat Quest and Burger Boat\n5 New Rod Skins, all with splash effects + more!\n\n🪸 CORAL UPDATE\nAdded 2 new SECRET SHARKS, Monster Shark and Eerie Shark.\nNew F2P Rod Skins in Energy Crate\n\n🍀 Collect from 1,000,000+ variations 🎣 Fish with your friends\nOr just sail the seas and explore⛵\n\n🛟 HOW DO I FISH?\n- Click to charge up\n- Click as fast as you can!\n\n⭐ Remember to join the group and send feedback!\n\nInspired by Fisch and Fishing Simulator"
7629331599,[🦴] Prospecting! 💎,All,Simulation,Incremental Simulator,https://tr.rbxcdn.com/180DAY-666d2f14dc11c548bab648177e2ab174/512/512/Image/Webp/noFilter,"Grab your pan and head to the river in Prospecting! — a relaxing gold-panning adventure! Search for gold, gems, and hidden treasures as you explore rivers, caves, and old mining sites. Upgrade your gear, discover secrets, and see if you can strike it rich!\n\n⛏️ Pan for gold\n💎 Discover rare gems\n🤑 Use sluices to grind offline\n🗺️ Explore new areas\n🏆 Become the ultimate prospector!\n\nEnjoy the game? Remember to like (👍) and favourite (🌟)!"
7474367816,🧗Climb and Jump Tower[🪷World15-Shanghai Tower],All,Simulation,Incremental Simulator,https://tr.rbxcdn.com/180DAY-72deeda6d02898c33b6066dbf9af54ba/512/512/Image/Webp/noFilter,"Welcome to Climb and Jump Tower! \n\nIn this thrilling game, you and your friends will tackle daring heights, scaling iconic landmarks like the Eiffel Tower, Statue of Liberty, Leaning Tower of Pisa, and the Pyramids. \n\nHow to Play:\n\n🧗Climb Challenges🧗\n💰Collect Coins💰\n🐦Unlock Wings🐦\n\nNew code: SHANGHAI\n\nJoin our group and like our game, please!\n\n"
6682487255,[UPD 3.6] Anime Card Clash,All,Simulation,Incremental Simulator,https://tr.rbxcdn.com/180DAY-41d980d63883fa43e3f74242d1b0732a/512/512/Image/Webp/noFilter,"Anime Card Clash ⛩️\n\nGrind your way through the immersive Story maps, play Infinite Towers and Nightmare Modes, or PVP for the top ranking on leaderboards. Secret Boss Raids and Battle Towers are waiting for you!\n\n[How to Play]\n🎲 • ROLL button to start rolling cards! (tip: use auto roll and quick roll)\n🌀 • DECK button to build your deck! \n🌐 • TELEPORT to start the story mode! \n🍀 • UPGRADES to upgrade your Luck, Cooldown, Boss Chance, and more!\n🔥 • BATTLE bosses, crush the Battle Tower, or PVP to gain rankings!\n\nPC, Mobile, Console supported. Premium players receive Luck and Cooldown bonuses!"
1202096104,[LAMBORGHINI] Driving Empire🏎️ Car Racing,Adventure,Simulation,Vehicle Sim,https://tr.rbxcdn.com/180DAY-9270f3e3c16230c6f5241a990aa112f2/512/512/Image/Webp/noFilter,"Welcome to Driving Empire, the #1 driving experience on Roblox! \n\n🏁 Real world driving & racing simulation\n🏎️ 200+ cars to choose from \n🪪 Licensed brands like Lamborghini, McLaren, Porsche, Audi, and more!\n🎨 Explore unlimited customization options \n🏅 Race & compete with your friends \n🏆 Show off your cars at community events \n\n❗Latest Update | 09/19/2025❗\n🏎️ 2 NEW LICENSED LAMBORGHINI CARS 🏎️\n🔹 1998 Lamborghini Diablo SV\n🔹 2010 Lamborghini Murcielago LP 670 SV\n\n🎁 Enter Code 2MLIKES to claim your FREE 2017 Nissan GT-R (Bolt)!\n🌟 Group members get +15% cash while driving!\n\nThe Driving Empire experience is brought to you exclusively by Voldex. Except where expressly indicated, no feature of the Driving Empire experience, including the designs of our vehicles, indicates the endorsement, sponsorship, or license of any trademark owner.\n\nAll rights reserved. All other trademarks are property of their respective owners."
5995470825,[⚡CONTENT UPD] Hypershot,FPS,Shooter,Deathmatch Shooter,https://tr.rbxcdn.com/180DAY-68638dcc26b07007314d0fa4bffb4019/512/512/Image/Webp/noFilter,"✨Welcome to Hypershot!✨\nJump into our intense and fast paced first person gunfight shooter where skill, style, and chaos rule supreme! \n\n🏆Dominate in intense classic gamemodes such as Team Deathmatch, Capture the Flag, Free for All, and Gun Game (Arsenal).\n💥Team up with friends to challenge rivals to 1v1 or 2v2 duels\n👑Climb the ranks to reach the leaderboard!\n🌀Master your abilities to outmaneuver and outplay your enemies!\n🔥Earn coins and gems to unlock new weapons, skins, abilities, and so much more!\n🎮Available on PC, phones, tablets, and console\n\n❤️Made with love by Frosted Studios\n\n⚠️CHEATING OF ANY FORM WILL RESULT IN A BAN ON ALL ACCOUNTS⚠️"
1526814825,[GRENADE] War Tycoon,Fighting,Simulation,Tycoon,https://tr.rbxcdn.com/180DAY-3ce5fb97a9d1592f5a344fd4f770740c/512/512/Image/Webp/noFilter,👍 New Code at 1M Likes!\n\n[UPDATE LOG]\n- 2 New Submarines! (Unlocks at Rebirth 9)\n- New Submarine Tycoon Building\n- New Submarine TV Guided Missiles\nhttps://devforum.roblox.com/t/1829666\n\n💥 Build up your Tycoon and start a war with an arsenal of weapons and vehicles!\n\n💾 Tycoon Progress and Gamepasses Automatically Save!\n\n💚 Join our group for a free FAMAS Rifle and Gun Camo!\nhttps://www.roblox.com/groups/3115970/Green-Titans-Entertainment\n\nWar Tycoon™ officially released on April 22nd 2021 
